Application. ID,Age,Gender,Location,Parents Edu.,Siblings,RAM-1 Score,RAM-2 Score,HS Score,School Rank,SOP,Admission Status
Ref#29580,23 yrs,Female,Western,M,No,73,87,15%,Avg,4.0,Yes
Ref#29595,19 yrs,Female,Western,F,No,28,22,64%,Low,2.0,No
Ref#29604,19 yrs,Male,Central,F,No,42,33,71%,High,1.5,No
Ref#29618,20 yrs,Male,Eastern,M+F,No,22,17,29%,High,2.5,No
Ref#29624,15 yrs,Male,Central,M+F,Yes,11,8,75%,High,2.5,Yes
Ref#29635,18 yrs,Female,Eastern,M,No,61,73,86%,Low,2.5,No
Ref#29646,16 yrs,Female,Western,M+F,No,35,28,71%,High,1.5,No
Ref#29653,20 yrs,Female,Western,M+F,No,40,32,52%,High,3.5,Yes
Ref#29662,19 yrs,Female,Western,M+F,Yes,28,22,43%,Low,3.0,Yes
Ref#29676,17 yrs,Female,Central,F,Yes,22,17,10%,High,2.5,No
Ref#29684,15 yrs,Male,Central,F,No,28,22,97%,Low,4.0,Yes
Ref#29694,22 yrs,Female,Eastern,F,No,54,64,40%,Low,4.0,Yes
Ref#29701,18 yrs,Female,Western,M+F,No,66,79,86%,High,3.0,Yes
Ref#29715,20 yrs,Male,Eastern,M+F,Yes,62,74,47%,Avg,1.0,Yes
Ref#29724,15 yrs,Male,Western,F,No,61,73,98%,High,2.5,Yes
Ref#29730,19 yrs,Female,Western,F,Yes,70,84,92%,High,4.5,Yes
Ref#29741,17 yrs,Male,Eastern,M+F,No,21,16,39%,Avg,2.5,No
Ref#29758,23 yrs,Male,Western,F,Yes,30,24,48%,Avg,4.0,Yes
Ref#29761,15 yrs,Male,Western,M+F,No,78,93,23%,Low,1.0,Yes
Ref#29778,22 yrs,Male,Central,M,No,30,24,38%,Low,3.0,No
Ref#29782,18 yrs,Male,Eastern,M,No,27,21,65%,High,3.5,Yes
Ref#29797,21 yrs,Female,Eastern,F,No,48,38,87%,Avg,4.5,Yes
Ref#29801,18 yrs,Female,Eastern,M,Yes,17,13,11%,High,1.5,No
Ref#29815,16 yrs,Female,Central,F,Yes,11,8,55%,Avg,2.5,No
Ref#29829,23 yrs,Male,Eastern,F,Yes,83,99,49%,Low,3.0,Yes
Ref#29832,16 yrs,Female,Central,F,No,52,62,30%,High,1.0,No
Ref#29846,20 yrs,Male,Western,M,Yes,42,33,72%,Low,1.5,No
Ref#29855,19 yrs,Female,Central,M,No,39,31,86%,High,4.5,Yes
Ref#29867,23 yrs,Female,Central,M+F,No,58,69,62%,Avg,2.5,No
Ref#29875,19 yrs,Male,Eastern,M,No,56,67,12%,Avg,1.0,No
Ref#29880,23 yrs,Female,Eastern,M+F,No,95,100,10%,Low,4.0,Yes
Ref#29896,22 yrs,Female,Western,F,Yes,85,100,56%,High,3.5,Yes
Ref#29904,23 yrs,Female,Central,M,Yes,96,100,12%,High,1.5,Yes
Ref#29914,15 yrs,Female,Central,F,No,63,75,92%,Low,2.5,No
Ref#29929,16 yrs,Male,Central,F,No,36,28,100%,Avg,4.0,Yes
Ref#29931,15 yrs,Male,Central,F,Yes,78,93,76%,Avg,1.5,Yes
Ref#29944,16 yrs,Male,Central,M+F,No,88,100,80%,Avg,1.5,Yes
Ref#29951,23 yrs,Female,Eastern,M+F,Yes,32,25,45%,Avg,3.5,Yes
Ref#29969,19 yrs,Female,Western,M+F,No,47,37,14%,Low,1.0,No
Ref#29971,19 yrs,Male,Central,M+F,No,45,36,22%,Low,4.5,Yes
Ref#29985,19 yrs,Male,Eastern,M,Yes,91,100,17%,High,5.0,Yes
Ref#29991,17 yrs,Male,Western,M,No,14,11,70%,Low,2.5,No
Ref#30005,23 yrs,Male,Western,M+F,Yes,45,36,30%,Avg,4.0,Yes
Ref#30010,21 yrs,Male,Eastern,M+F,No,54,64,31%,Avg,2.5,No
Ref#30024,19 yrs,Male,Eastern,M,No,18,14,65%,Avg,3.0,No
Ref#30032,15 yrs,Male,Eastern,M+F,No,86,100,23%,Avg,2.5,Yes
Ref#30044,18 yrs,Male,Central,M,Yes,91,100,58%,Low,4.0,Yes
Ref#30058,22 yrs,Male,Western,M+F,No,55,66,43%,High,2.0,No
Ref#30066,19 yrs,Female,Eastern,M,No,92,100,91%,High,1.5,Yes
Ref#30076,15 yrs,Female,Central,M,No,27,21,18%,Low,3.0,No
Ref#30083,21 yrs,Male,Western,F,Yes,42,33,29%,High,4.5,Yes
Ref#30092,20 yrs,Female,Western,M,Yes,76,91,19%,High,4.5,Yes
Ref#30105,18 yrs,Male,Eastern,F,No,80,96,24%,Low,3.0,Yes
Ref#30116,23 yrs,Female,Central,M+F,No,75,90,74%,Low,3.0,No
Ref#30124,22 yrs,Male,Eastern,M,No,87,100,90%,Avg,2.5,Yes
Ref#30136,17 yrs,Male,Central,M,No,44,35,99%,Avg,1.5,No
Ref#30145,20 yrs,Male,Eastern,F,Yes,76,91,56%,Avg,1.5,Yes
Ref#30151,19 yrs,Female,Central,M+F,No,36,28,88%,Avg,3.5,Yes
Ref#30167,16 yrs,Female,Central,F,Yes,88,100,15%,Avg,2.5,Yes
Ref#30178,21 yrs,Male,Eastern,M,Yes,84,100,38%,Low,3.0,Yes
Ref#30183,18 yrs,Male,Central,M+F,No,95,100,80%,Low,2.0,Yes
Ref#30192,19 yrs,Female,Central,F,No,74,88,93%,Low,3.0,No
Ref#30205,21 yrs,Male,Western,M+F,No,28,22,61%,High,3.0,No
Ref#30214,22 yrs,Male,Western,M,Yes,38,30,89%,Avg,2.5,No
Ref#30227,20 yrs,Female,Eastern,F,Yes,31,24,20%,High,2.5,No
Ref#30231,23 yrs,Female,Eastern,M,No,60,72,100%,Avg,4.0,Yes
Ref#30246,20 yrs,Female,Central,M+F,No,51,61,17%,High,1.0,No
Ref#30258,20 yrs,Female,Central,M,Yes,90,100,47%,High,4.0,Yes
Ref#30262,21 yrs,Male,Central,F,No,59,70,78%,High,4.5,Yes
Ref#30270,18 yrs,Male,Central,M+F,Yes,77,92,91%,Low,4.5,Yes
Ref#30288,15 yrs,Female,Eastern,F,Yes,35,28,55%,High,1.0,No
Ref#30294,21 yrs,Male,Central,M+F,No,50,60,60%,Avg,3.5,Yes
Ref#30306,20 yrs,Female,Eastern,M+F,Yes,24,19,87%,Avg,2.0,Yes
Ref#30310,18 yrs,Female,Western,M+F,Yes,56,67,67%,Avg,3.0,Yes
Ref#30328,22 yrs,Male,Western,M+F,No,32,25,63%,Avg,2.5,No
Ref#30336,21 yrs,Male,Central,M,Yes,59,70,59%,Low,3.0,No
Ref#30347,23 yrs,Female,Western,M+F,No,29,23,54%,Avg,3.0,No
Ref#30358,22 yrs,Male,Central,M,No,25,20,78%,Low,4.5,Yes
Ref#30361,21 yrs,Female,Western,M+F,No,60,72,55%,High,1.0,No
Ref#30373,15 yrs,Female,Western,M,No,17,13,83%,Avg,5.0,Yes
Ref#30380,20 yrs,Male,Central,F,Yes,28,22,92%,Avg,3.0,No
Ref#30392,21 yrs,Female,Western,M,No,26,20,98%,Avg,4.5,Yes
Ref#30404,16 yrs,Female,Central,M,Yes,12,9,51%,Low,1.0,No
Ref#30418,19 yrs,Male,Central,F,No,31,24,33%,Low,3.0,No
Ref#30425,20 yrs,Female,Central,M+F,No,10,8,90%,High,3.0,Yes
Ref#30436,18 yrs,Female,Central,M,Yes,92,100,67%,Avg,3.5,Yes
Ref#30449,17 yrs,Female,Central,M,No,27,21,69%,Avg,3.5,Yes
Ref#30450,22 yrs,Male,Central,M+F,Yes,100,100,22%,High,3.0,Yes
Ref#30468,15 yrs,Female,Western,M,No,12,9,58%,High,1.5,No
Ref#30473,16 yrs,Female,Central,F,Yes,10,8,75%,High,3.0,No
Ref#30489,19 yrs,Male,Central,F,Yes,61,73,35%,Low,4.0,Yes
Ref#30498,15 yrs,Male,Eastern,M+F,No,83,99,84%,High,2.5,Yes
Ref#30507,16 yrs,Female,Central,M+F,No,86,100,15%,Avg,2.5,Yes
Ref#30518,15 yrs,Male,Central,M+F,No,11,8,36%,High,4.5,Yes
Ref#30524,20 yrs,Female,Central,M+F,Yes,90,100,80%,Low,2.0,Yes
Ref#30537,22 yrs,Male,Central,M,No,86,100,66%,Low,4.5,Yes
Ref#30542,20 yrs,Female,Eastern,F,No,79,94,35%,High,2.5,Yes
Ref#30552,17 yrs,Female,Eastern,M+F,No,39,31,84%,High,2.5,Yes
Ref#30568,23 yrs,Female,Western,M,No,68,81,30%,Low,3.0,No
Ref#30570,20 yrs,Male,Eastern,F,Yes,72,86,30%,High,2.5,No
Ref#30581,15 yrs,Male,Eastern,F,Yes,70,84,74%,Low,1.0,No
Ref#30593,15 yrs,Male,Western,M,Yes,66,79,15%,Avg,4.5,Yes
Ref#30606,22 yrs,Male,Eastern,M,No,48,38,41%,Low,1.0,No
Ref#30610,19 yrs,Male,Central,M+F,No,37,29,42%,High,4.0,Yes
Ref#30628,19 yrs,Female,Central,M+F,Yes,93,100,74%,Avg,3.5,Yes
Ref#30638,19 yrs,Male,Central,F,No,97,100,85%,Low,3.0,Yes
Ref#30642,16 yrs,Male,Central,F,Yes,61,73,88%,High,2.0,Yes
Ref#30650,18 yrs,Female,Western,F,Yes,75,90,10%,Avg,4.5,Yes
Ref#30661,15 yrs,Female,Western,M+F,Yes,80,96,41%,High,2.0,Yes
Ref#30671,22 yrs,Male,Eastern,M+F,No,36,28,46%,Low,4.0,Yes
Ref#30680,17 yrs,Female,Eastern,F,Yes,86,100,36%,Avg,1.5,Yes
Ref#30696,21 yrs,Male,Eastern,M,No,76,91,81%,High,2.5,Yes
Ref#30706,16 yrs,Female,Western,F,Yes,35,28,29%,Avg,4.0,Yes
Ref#30710,23 yrs,Female,Central,M,No,22,17,14%,High,3.5,Yes
Ref#30722,18 yrs,Female,Central,F,Yes,91,100,29%,Avg,2.0,Yes
Ref#30733,19 yrs,Male,Eastern,F,Yes,70,84,48%,Avg,1.5,No
Ref#30745,22 yrs,Female,Central,F,No,56,67,47%,Avg,3.0,No
Ref#30758,16 yrs,Female,Central,M+F,No,65,78,62%,Low,2.0,No
Ref#30768,16 yrs,Female,Central,M,No,25,20,73%,Avg,2.5,No
Ref#30773,18 yrs,Female,Central,M+F,No,79,94,70%,Low,4.0,Yes
Ref#30784,22 yrs,Female,Eastern,F,No,32,25,32%,Low,4.5,Yes
Ref#30794,16 yrs,Female,Central,M,No,72,86,83%,High,3.0,Yes
Ref#30809,19 yrs,Female,Eastern,M+F,No,72,86,67%,Low,2.0,No
Ref#30816,19 yrs,Female,Eastern,M,No,35,28,63%,Avg,3.0,No
Ref#30825,21 yrs,Male,Eastern,F,Yes,69,82,92%,Low,4.0,Yes
Ref#30832,16 yrs,Female,Western,M+F,Yes,67,80,47%,Avg,2.5,Yes
Ref#30847,19 yrs,Male,Western,M,Yes,93,100,11%,High,1.5,Yes
Ref#30854,17 yrs,Male,Eastern,M,No,27,21,48%,Low,2.0,No
Ref#30868,18 yrs,Male,Central,F,No,57,68,48%,Avg,3.5,Yes
Ref#30876,22 yrs,Male,Western,F,No,99,100,90%,Avg,2.5,Yes
Ref#30882,16 yrs,Female,Western,M+F,Yes,62,74,93%,High,4.5,Yes
Ref#30896,19 yrs,Male,Central,M,Yes,84,100,98%,High,1.0,Yes
Ref#30901,19 yrs,Female,Eastern,M,Yes,25,20,37%,Low,2.5,No
Ref#30911,18 yrs,Male,Eastern,M,No,24,19,52%,High,1.5,No
Ref#30921,19 yrs,Male,Eastern,F,Yes,51,61,76%,Avg,1.5,No
Ref#30936,16 yrs,Male,Western,M,Yes,89,100,25%,Low,4.5,Yes
Ref#30947,20 yrs,Female,Western,M,No,49,39,48%,Avg,1.5,No
Ref#30950,17 yrs,Male,Western,F,Yes,13,10,49%,High,4.0,Yes
Ref#30961,21 yrs,Male,Western,M+F,No,58,69,62%,Low,2.5,No
Ref#30974,23 yrs,Male,Western,M,No,20,16,95%,Low,1.0,No
Ref#30989,19 yrs,Female,Eastern,F,No,24,19,92%,Avg,1.0,No
Ref#30993,15 yrs,Female,Central,M,No,82,98,93%,Avg,2.0,Yes
Ref#31003,21 yrs,Male,Western,F,Yes,97,100,80%,High,3.0,Yes
Ref#31012,17 yrs,Female,Eastern,F,No,15,12,75%,Low,2.0,No
Ref#31029,22 yrs,Female,Eastern,M+F,No,82,98,53%,Avg,2.5,Yes
Ref#31037,17 yrs,Male,Eastern,F,Yes,32,25,86%,Avg,4.0,Yes
Ref#31049,20 yrs,Female,Western,M,Yes,84,100,40%,Low,1.5,Yes
Ref#31056,18 yrs,Female,Eastern,M,No,23,18,70%,Avg,3.0,No
Ref#31063,20 yrs,Female,Eastern,M+F,No,82,98,85%,Low,2.0,Yes
Ref#31070,18 yrs,Female,Western,M,No,29,23,42%,High,5.0,Yes
Ref#31083,15 yrs,Female,Central,F,Yes,45,36,96%,High,1.0,Yes
Ref#31098,16 yrs,Female,Central,M+F,No,70,84,53%,Low,2.0,No
Ref#31101,16 yrs,Female,Central,F,No,80,96,41%,Avg,2.0,Yes
Ref#31118,19 yrs,Male,Eastern,M,Yes,70,84,44%,Low,1.5,No
Ref#31129,18 yrs,Female,Central,M,No,33,26,20%,Avg,1.0,No
Ref#31133,18 yrs,Female,Eastern,F,No,76,91,42%,Avg,1.5,Yes
Ref#31141,19 yrs,Male,Eastern,F,No,98,100,70%,High,1.5,Yes
Ref#31150,15 yrs,Female,Eastern,M,Yes,97,100,57%,Avg,4.5,Yes
Ref#31169,17 yrs,Male,Western,F,Yes,34,27,36%,Low,1.5,No
Ref#31176,23 yrs,Male,Central,M,No,30,24,83%,Avg,2.0,No
Ref#31181,19 yrs,Female,Eastern,M+F,Yes,62,74,68%,Avg,1.0,Yes
Ref#31191,17 yrs,Female,Western,F,No,37,29,10%,High,3.0,No
Ref#31209,17 yrs,Male,Western,F,No,46,36,71%,Avg,4.0,Yes
Ref#31214,18 yrs,Female,Eastern,F,No,73,87,46%,Low,3.0,No
Ref#31220,17 yrs,Male,Eastern,M,No,96,100,61%,High,2.0,Yes
Ref#31230,18 yrs,Male,Central,F,Yes,87,100,49%,Low,1.5,Yes
Ref#31242,21 yrs,Female,Central,M,Yes,19,15,88%,Avg,3.5,Yes
Ref#31258,23 yrs,Male,Western,F,No,13,10,62%,Avg,2.0,No
Ref#31263,18 yrs,Male,Western,M,Yes,93,100,32%,High,4.0,Yes
Ref#31277,19 yrs,Female,Eastern,M,Yes,83,99,10%,High,3.0,Yes
Ref#31286,20 yrs,Male,Central,M,No,97,100,77%,Low,1.5,Yes
Ref#31297,20 yrs,Female,Western,M+F,Yes,61,73,56%,Avg,4.5,Yes
Ref#31303,16 yrs,Female,Central,M,Yes,26,20,62%,Low,2.0,No
Ref#31318,22 yrs,Female,Central,M,No,40,32,71%,High,2.0,No
Ref#31326,22 yrs,Male,Eastern,M+F,No,26,20,15%,Low,2.5,No
Ref#31333,15 yrs,Male,Western,F,No,78,93,83%,Low,4.0,Yes
Ref#31348,21 yrs,Male,Central,F,Yes,27,21,52%,Low,4.0,Yes
Ref#31355,23 yrs,Female,Western,F,No,15,12,26%,Avg,2.0,No
Ref#31366,19 yrs,Female,Western,F,No,78,93,63%,High,4.5,Yes
Ref#31374,16 yrs,Female,Central,M,Yes,38,30,83%,Avg,3.0,No
Ref#31383,18 yrs,Male,Central,M,No,61,73,40%,High,4.0,Yes
Ref#31393,19 yrs,Female,Central,M+F,Yes,52,62,68%,High,5.0,Yes
Ref#31404,16 yrs,Female,Eastern,F,Yes,88,100,90%,Low,2.0,Yes
Ref#31415,19 yrs,Male,Central,M+F,Yes,10,8,66%,Low,5.0,Yes
Ref#31422,18 yrs,Female,Central,F,Yes,81,97,15%,Avg,4.5,Yes
Ref#31431,15 yrs,Female,Central,F,No,99,100,95%,Avg,3.5,Yes
Ref#31443,17 yrs,Male,Western,M+F,No,67,80,61%,Avg,1.5,No
Ref#31454,18 yrs,Male,Central,F,Yes,60,72,57%,Avg,1.5,No
Ref#31468,23 yrs,Male,Eastern,F,Yes,84,100,53%,Avg,2.5,Yes
Ref#31472,17 yrs,Male,Western,M,No,73,87,82%,Avg,1.5,No
Ref#31482,16 yrs,Female,Eastern,F,Yes,96,100,10%,Low,4.5,Yes
Ref#31490,18 yrs,Female,Western,F,Yes,65,78,97%,Avg,3.0,No
Ref#31505,22 yrs,Female,Western,F,Yes,30,24,40%,High,3.5,Yes
Ref#31511,23 yrs,Female,Central,F,Yes,93,100,32%,Low,3.5,Yes
Ref#31525,22 yrs,Male,Western,M+F,No,94,100,57%,High,2.5,Yes
Ref#31531,18 yrs,Male,Eastern,M,Yes,46,36,88%,Low,3.0,No
Ref#31546,23 yrs,Female,Eastern,M+F,Yes,67,80,41%,Low,2.0,Yes
Ref#31556,23 yrs,Male,Western,M+F,No,81,97,18%,Avg,4.5,Yes
Ref#31560,21 yrs,Female,Western,F,Yes,54,64,99%,Avg,1.5,No
Ref#31573,17 yrs,Female,Eastern,M+F,Yes,53,63,43%,Low,1.0,Yes
Ref#31584,23 yrs,Male,Western,F,Yes,71,85,85%,High,3.5,Yes
Ref#31598,22 yrs,Female,Western,M,Yes,73,87,13%,Low,2.0,No
Ref#31606,21 yrs,Male,Western,M,Yes,56,67,69%,Avg,1.5,No
Ref#31617,15 yrs,Male,Western,F,Yes,55,66,86%,Low,1.0,No
Ref#31627,17 yrs,Female,Western,M+F,No,63,75,93%,Avg,4.5,Yes
Ref#31635,17 yrs,Male,Eastern,F,No,60,72,37%,High,3.0,No
Ref#31643,21 yrs,Female,Eastern,F,Yes,23,18,53%,High,4.5,Yes
Ref#31657,16 yrs,Male,Eastern,M,Yes,74,88,92%,High,2.0,Yes
Ref#31661,15 yrs,Female,Western,M+F,Yes,32,25,53%,High,4.5,Yes
Ref#31673,20 yrs,Female,Eastern,F,No,16,12,57%,Low,2.5,No
Ref#31682,21 yrs,Male,Western,M,Yes,91,100,99%,High,3.5,Yes
Ref#31691,16 yrs,Female,Western,M,No,38,30,41%,Low,2.5,No
Ref#31704,20 yrs,Female,Central,M+F,No,45,36,74%,Avg,4.5,Yes
Ref#31714,22 yrs,Female,Central,M,Yes,80,96,15%,Low,2.0,Yes
Ref#31721,22 yrs,Male,Eastern,M,No,44,35,87%,Avg,2.0,No
Ref#31731,16 yrs,Male,Western,M,Yes,11,8,43%,Avg,4.0,Yes
Ref#31742,16 yrs,Male,Central,M,No,38,30,71%,Low,3.5,Yes
Ref#31751,20 yrs,Male,Central,F,Yes,60,72,86%,Avg,1.5,No
Ref#31763,17 yrs,Female,Western,M,No,24,19,99%,Avg,4.5,Yes
Ref#31775,18 yrs,Female,Central,F,Yes,77,92,33%,High,2.0,Yes
Ref#31780,17 yrs,Male,Central,M,Yes,12,9,53%,Low,4.0,Yes
Ref#31794,21 yrs,Female,Western,M+F,Yes,53,63,38%,High,3.5,Yes
Ref#31802,21 yrs,Male,Western,M+F,Yes,46,36,74%,Low,3.0,Yes
Ref#31814,18 yrs,Male,Central,M+F,No,80,96,47%,Avg,3.0,Yes
Ref#31825,19 yrs,Male,Central,F,Yes,19,15,92%,Low,2.0,No
Ref#31833,23 yrs,Male,Western,M+F,Yes,57,68,62%,Low,2.0,Yes
Ref#31845,15 yrs,Male,Eastern,M,No,73,87,91%,High,2.0,Yes
Ref#31853,23 yrs,Male,Central,M+F,Yes,60,72,17%,Avg,1.0,Yes
Ref#31866,15 yrs,Male,Western,F,Yes,78,93,72%,High,2.5,Yes
Ref#31877,20 yrs,Male,Eastern,M,No,30,24,15%,Low,4.5,Yes
Ref#31888,23 yrs,Male,Western,M,No,43,34,66%,Avg,1.5,No
Ref#31896,17 yrs,Female,Central,M,No,99,100,70%,Low,4.5,Yes
Ref#31905,17 yrs,Male,Central,F,No,73,87,50%,High,4.5,Yes
Ref#31916,18 yrs,Male,Eastern,F,Yes,78,93,35%,Low,4.5,Yes
Ref#31929,15 yrs,Male,Eastern,M+F,No,75,90,93%,Avg,3.0,No
Ref#31937,20 yrs,Female,Western,M,No,77,92,97%,Low,4.0,Yes
Ref#31944,19 yrs,Male,Central,F,No,62,74,59%,Low,3.0,No
Ref#31951,19 yrs,Female,Western,M,Yes,69,82,93%,Low,3.5,Yes
Ref#31960,18 yrs,Male,Western,F,Yes,20,16,23%,Avg,4.0,Yes
Ref#31977,22 yrs,Male,Central,M+F,No,72,86,53%,Avg,1.5,No
Ref#31987,22 yrs,Male,Central,M,No,19,15,14%,Low,4.0,Yes
Ref#31998,22 yrs,Male,Western,F,Yes,73,87,14%,Avg,1.5,No
Ref#32004,19 yrs,Female,Western,M,No,77,92,71%,Avg,2.5,Yes
Ref#32016,17 yrs,Male,Western,M,No,60,72,71%,Low,3.5,Yes
Ref#32020,20 yrs,Female,Central,M+F,Yes,88,100,21%,Low,3.5,Yes
Ref#32037,15 yrs,Male,Western,M,Yes,50,60,69%,Low,1.5,No
Ref#32049,15 yrs,Male,Eastern,M+F,No,45,36,65%,Avg,3.0,No
Ref#32053,22 yrs,Female,Central,M+F,Yes,49,39,37%,Low,4.0,Yes
Ref#32065,16 yrs,Female,Eastern,M,Yes,39,31,75%,High,2.0,No
Ref#32077,19 yrs,Female,Eastern,M+F,Yes,97,100,66%,Avg,2.5,Yes
Ref#32084,19 yrs,Female,Western,F,No,55,66,25%,Avg,1.5,No
Ref#32092,19 yrs,Male,Central,M+F,No,91,100,30%,Low,1.5,Yes
Ref#32107,21 yrs,Female,Central,F,No,37,29,55%,Avg,1.5,No
Ref#32118,18 yrs,Male,Central,M,No,86,100,19%,High,3.0,Yes
Ref#32129,21 yrs,Male,Eastern,M+F,No,37,29,95%,High,4.5,Yes
Ref#32130,16 yrs,Male,Eastern,M,Yes,95,100,10%,Low,2.5,Yes
Ref#32144,21 yrs,Female,Eastern,M,No,33,26,23%,Avg,3.5,Yes
Ref#32159,22 yrs,Female,Western,M,No,69,82,97%,High,2.5,Yes
Ref#32168,17 yrs,Female,Eastern,M,Yes,73,87,59%,Avg,4.0,Yes
Ref#32170,21 yrs,Male,Western,M,No,74,88,17%,Avg,2.5,No
Ref#32180,18 yrs,Male,Central,F,No,25,20,82%,High,2.0,Yes
Ref#32193,15 yrs,Female,Western,F,No,77,92,74%,Low,2.5,Yes
Ref#32207,19 yrs,Male,Central,M,Yes,42,33,63%,Avg,1.0,No
Ref#32213,15 yrs,Female,Western,F,No,61,73,84%,High,1.5,Yes
Ref#32223,15 yrs,Male,Eastern,F,No,54,64,98%,Avg,1.5,No
Ref#32231,18 yrs,Female,Central,F,Yes,67,80,29%,High,2.0,No
Ref#32243,15 yrs,Female,Central,F,No,41,32,21%,High,3.5,Yes
Ref#32256,19 yrs,Male,Western,F,No,39,31,31%,Low,1.0,No
Ref#32261,20 yrs,Female,Western,M,No,46,36,20%,Avg,2.0,No
Ref#32276,18 yrs,Male,Western,M+F,Yes,33,26,93%,High,3.0,Yes
Ref#32287,18 yrs,Female,Western,M+F,No,68,81,78%,Low,4.5,Yes
Ref#32298,22 yrs,Female,Eastern,M+F,Yes,35,28,38%,Low,2.5,Yes
Ref#32305,17 yrs,Female,Western,M+F,Yes,72,86,89%,Avg,1.5,Yes
Ref#32315,21 yrs,Female,Western,M+F,No,63,75,93%,Avg,4.0,Yes
Ref#32324,23 yrs,Male,Eastern,F,Yes,70,84,87%,Low,3.0,No
Ref#32331,19 yrs,Male,Eastern,F,Yes,33,26,16%,Low,1.5,No
Ref#32342,22 yrs,Female,Eastern,M+F,Yes,91,100,62%,Low,1.0,Yes
Ref#32351,19 yrs,Female,Western,M,No,15,12,34%,Avg,4.0,Yes
Ref#32364,20 yrs,Female,Western,F,Yes,74,88,16%,High,4.0,Yes
Ref#32376,15 yrs,Male,Eastern,M,No,81,97,18%,High,4.0,Yes
Ref#32388,16 yrs,Male,Eastern,F,Yes,56,67,92%,Avg,3.5,Yes
Ref#32392,21 yrs,Female,Eastern,M,No,32,25,50%,Avg,3.0,No
Ref#32405,18 yrs,Male,Western,M,No,71,85,31%,Avg,3.0,No
Ref#32412,23 yrs,Female,Eastern,F,Yes,29,23,58%,High,1.5,No
Ref#32425,18 yrs,Female,Western,M+F,Yes,93,100,52%,Avg,4.0,Yes
Ref#32431,18 yrs,Male,Central,M,No,46,36,73%,High,4.5,Yes
Ref#32447,18 yrs,Female,Central,M+F,Yes,26,20,75%,Avg,4.0,Yes
Ref#32451,18 yrs,Male,Western,M,Yes,57,68,45%,Avg,1.5,No
Ref#32468,16 yrs,Female,Eastern,M,No,69,82,85%,High,3.0,Yes
Ref#32472,20 yrs,Female,Eastern,F,No,81,97,38%,Avg,3.5,Yes
Ref#32481,15 yrs,Female,Eastern,F,Yes,38,30,48%,High,2.5,No
Ref#32494,21 yrs,Male,Central,F,No,62,74,73%,High,4.0,Yes
Ref#32508,19 yrs,Male,Western,M,Yes,20,16,61%,High,3.0,No
Ref#32515,17 yrs,Male,Western,M,No,85,100,17%,Avg,1.5,Yes
Ref#32529,22 yrs,Female,Western,M+F,No,47,37,51%,Low,2.0,No
Ref#32531,18 yrs,Female,Central,M+F,No,16,12,18%,Avg,4.5,Yes
Ref#32543,19 yrs,Male,Western,M+F,Yes,27,21,86%,Low,2.5,Yes
Ref#32554,22 yrs,Male,Central,M+F,Yes,75,90,14%,Avg,4.0,Yes
Ref#32560,18 yrs,Male,Eastern,M,No,89,100,67%,Avg,4.0,Yes
Ref#32577,21 yrs,Male,Western,M,Yes,11,8,40%,Avg,2.5,No
Ref#32585,19 yrs,Male,Western,M+F,Yes,70,84,65%,High,3.5,Yes
Ref#32597,18 yrs,Male,Eastern,F,Yes,76,91,57%,High,4.0,Yes
Ref#32604,21 yrs,Male,Central,M+F,No,29,23,18%,Low,4.0,Yes
Ref#32618,18 yrs,Female,Western,F,Yes,89,100,10%,Low,4.5,Yes
Ref#32622,18 yrs,Male,Central,F,No,10,8,28%,Low,2.0,No
Ref#32633,17 yrs,Male,Western,M+F,Yes,39,31,32%,High,2.5,Yes
Ref#32649,15 yrs,Female,Central,M+F,No,80,96,69%,High,2.0,Yes
Ref#32659,20 yrs,Female,Western,F,No,48,38,84%,High,4.5,Yes
Ref#32662,18 yrs,Female,Western,M+F,Yes,43,34,35%,Low,4.5,Yes
Ref#32679,15 yrs,Male,Eastern,M+F,Yes,76,91,23%,High,1.5,Yes
Ref#32684,22 yrs,Male,Western,M+F,Yes,92,100,23%,Low,4.0,Yes
Ref#32692,21 yrs,Male,Central,M,Yes,46,36,98%,High,3.5,Yes
Ref#32700,15 yrs,Male,Eastern,M+F,Yes,29,23,18%,Low,3.5,Yes
Ref#32715,19 yrs,Female,Eastern,M,No,99,100,29%,Low,4.0,Yes
Ref#32722,20 yrs,Female,Central,F,Yes,14,11,53%,Low,2.5,No
Ref#32731,17 yrs,Male,Eastern,M+F,No,50,60,19%,Low,3.0,No
Ref#32747,17 yrs,Male,Western,F,No,78,93,30%,Avg,2.0,Yes
Ref#32753,20 yrs,Male,Western,M,Yes,95,100,41%,High,2.5,Yes
Ref#32760,22 yrs,Male,Western,M,No,41,32,65%,Avg,3.5,Yes
Ref#32775,23 yrs,Male,Eastern,M,Yes,82,98,48%,Low,1.0,Yes
Ref#32780,19 yrs,Female,Eastern,M+F,No,24,19,37%,High,4.0,Yes
Ref#32792,15 yrs,Female,Central,M+F,Yes,42,33,85%,Avg,1.0,Yes
Ref#32800,23 yrs,Female,Western,M,No,49,39,89%,Low,2.5,No
Ref#32818,17 yrs,Female,Central,F,Yes,50,60,71%,High,3.5,Yes
Ref#32826,18 yrs,Male,Western,F,Yes,36,28,64%,High,1.5,No
Ref#32833,22 yrs,Male,Eastern,M+F,No,93,100,95%,Low,2.0,Yes
Ref#32848,18 yrs,Female,Eastern,M,Yes,48,38,83%,High,2.5,Yes
