Gender,Location,Quiz-1,Quiz-2,Quiz-3,Quiz-4,Major-1,Major-2,Major-3,Final
Female,Dammam,18,19,9,18,65,70,79,71
Male,Madinah,8,15,22,1,22,14,19,14
Male,Jeddah,17,6,8,9,51,61,57,55
Female,Madinah,12,13,20,5,31,44,34,32
Male,Qassim,8,16,24,9,25,31,38,27
Female,Dhahran,14,10,10,11,73,61,69,60
Female,Madinah,6,17,22,13,39,52,42,46
Female,Makkah,17,8,11,21,83,71,71,76
Female,Qassim,14,11,5,17,71,83,83,75
Female,Madinah,21,7,5,17,73,68,66,73
Male,Dammam,13,17,9,14,58,56,44,57
Male,Madinah,7,11,12,8,44,40,51,37
Male,Makkah,17,19,24,16,62,46,50,55
Female,Madinah,12,15,5,4,49,46,39,39
Male,Makkah,10,14,8,10,38,48,39,44
Male,Madinah,23,16,15,25,81,89,95,90
Male,Riyadh,2,7,21,2,26,22,30,15
Male,Madinah,14,12,13,13,73,91,82,72
Female,Riyadh,20,17,6,24,80,94,92,88
Male,Riyadh,19,18,12,21,86,83,90,82
Female,Jeddah,13,9,7,12,61,63,70,58
Female,Qassim,14,15,5,13,65,65,56,62
Female,Dammam,20,5,5,20,77,73,66,75
Male,Dhahran,5,21,16,9,32,41,36,34
Male,Jeddah,18,13,17,12,78,75,66,71
Male,Qassim,20,15,7,18,93,80,81,82
Male,Madinah,14,11,20,13,77,75,86,69
Female,Jeddah,11,11,23,9,53,52,53,46
Male,Dammam,12,21,8,11,39,48,40,46
Male,Riyadh,17,17,8,18,64,82,70,74
Male,Dhahran,17,5,21,12,80,70,77,70
Female,Makkah,24,19,22,24,85,81,87,88
Male,Makkah,12,9,14,9,60,57,57,52
Female,Dhahran,15,11,6,18,87,87,92,80
Female,Dammam,7,25,21,6,43,49,33,38
Male,Riyadh,9,11,11,6,49,35,32,37
Female,Dhahran,9,16,6,9,40,37,25,38
Female,Dhahran,3,20,24,7,30,38,45,28
Female,Qassim,20,9,21,24,90,81,91,86
Male,Riyadh,20,13,5,19,89,88,95,89
Male,Makkah,13,12,22,14,45,50,42,51
Female,Jeddah,13,8,12,15,62,57,63,57
Male,Madinah,15,17,8,20,79,84,79,80
Female,Jeddah,11,18,19,7,39,30,31,32
Male,Jeddah,7,16,13,6,20,23,28,20
Female,Madinah,20,20,5,16,98,86,100,85
Female,Madinah,7,16,24,8,52,57,57,45
Female,Qassim,3,21,24,8,38,26,38,28
Female,Dhahran,13,13,14,5,42,32,37,36
Female,Qassim,1,21,7,9,20,12,16,16
Male,Qassim,14,7,12,8,49,40,55,42
Male,Jeddah,7,8,10,15,42,55,41,52
Female,Madinah,10,17,24,12,48,46,48,43
Male,Dhahran,14,11,10,5,39,42,48,37
Female,Riyadh,10,7,15,14,72,61,58,64
Female,Jeddah,21,22,19,23,82,80,89,84
Female,Jeddah,8,14,10,2,14,22,25,15
Male,Jeddah,7,23,15,3,36,37,32,31
Male,Makkah,9,10,9,19,63,67,66,67
Female,Dammam,20,20,18,23,91,93,98,91
Female,Dhahran,23,8,14,20,85,90,93,86
Male,Dhahran,11,15,22,16,53,49,58,53
Female,Jeddah,1,7,19,1,29,15,24,16
Male,Qassim,10,17,15,7,64,49,56,48
Female,Dammam,6,19,10,13,37,33,41,39
Female,Madinah,24,8,10,21,81,92,89,87
Male,Makkah,19,6,15,16,93,83,99,83
Female,Riyadh,20,13,25,18,85,80,83,80
Male,Riyadh,9,19,24,15,63,59,60,59
Male,Makkah,15,6,22,21,80,82,97,82
Female,Jeddah,23,17,10,24,91,78,92,85
Female,Riyadh,14,20,11,21,71,66,75,71
Female,Madinah,16,6,14,15,48,63,53,60
Female,Riyadh,15,25,20,15,87,93,89,81
Male,Dammam,15,14,17,8,48,45,46,43
Male,Riyadh,20,23,20,18,71,77,82,73
Female,Riyadh,10,16,6,12,63,68,49,60
Male,Dammam,12,12,24,5,37,36,26,34
